age,job,marital,education,default,balance,housing,loan,contact,campaign,pdays,previous,poutcome,duration,y
53,admin.,married,secondary,no,-500.0,yes,no,cellular,4,180,0,unknown,331.0,no
66,entrepreneur,married,secondary,no,997.0,no,no,cellular,5,-1,0,failure,186.0,no
76,blue-collar,married,tertiary,no,636.0,yes,no,telephone,3,-1,0,other,91.0,no
38,services,single,secondary,no,449.0,no,yes,cellular,2,-1,0,unknown,212.0,no
72,technician,married,secondary,no,1903.0,no,no,cellular,5,90,0,unknown,225.0,no
72,blue-collar,single,tertiary,no,217.0,no,yes,unknown,7,-1,1,unknown,113.0,no
79,retired,married,secondary,no,787.0,yes,no,telephone,2,-1,0,unknown,106.0,no
41,admin.,single,secondary,no,525.0,no,no,cellular,2,-1,0,unknown,101.0,no
70,blue-collar,married,tertiary,no,1343.0,no,no,cellular,7,-1,0,unknown,83.0,no
53,student,single,secondary,no,2056.0,no,no,unknown,2,120,0,unknown,55.0,no
21,technician,married,secondary,no,-500.0,yes,no,cellular,3,365,1,unknown,135.0,no
34,student,married,secondary,no,2216.0,yes,yes,cellular,3,-1,0,unknown,71.0,no
59,blue-collar,married,tertiary,no,1876.0,yes,no,cellular,3,-1,1,unknown,160.0,no
27,retired,married,secondary,no,2154.0,yes,no,cellular,5,-1,0,unknown,252.0,no
44,housemaid,married,tertiary,no,1640.0,yes,no,unknown,9,180,0,unknown,107.0,no
66,unemployed,married,secondary,no,2051.0,yes,no,cellular,4,-1,1,failure,384.0,no
27,services,married,tertiary,no,652.0,yes,no,unknown,4,180,0,unknown,429.0,no
48,technician,single,secondary,no,2198.0,yes,no,unknown,4,-1,1,unknown,214.0,yes
31,blue-collar,married,secondary,no,3460.0,no,no,cellular,2,-1,0,success,269.0,no
51,management,married,tertiary,no,508.0,no,no,unknown,3,-1,0,unknown,271.0,no
32,student,married,secondary,no,574.0,yes,no,cellular,4,-1,0,failure,85.0,no
77,entrepreneur,married,tertiary,no,2535.0,yes,no,unknown,10,-1,0,unknown,304.0,no
22,services,married,secondary,no,403.0,yes,no,telephone,4,-1,1,failure,36.0,no
77,management,single,secondary,no,105.0,no,no,cellular,5,-1,1,other,156.0,no
67,unemployed,married,secondary,no,2160.0,yes,no,cellular,4,180,0,unknown,138.0,no
71,blue-collar,married,tertiary,no,625.0,yes,no,cellular,5,-1,0,success,93.0,no
70,technician,married,secondary,no,3599.0,yes,no,telephone,3,-1,0,unknown,128.0,no
29,entrepreneur,married,tertiary,no,561.0,no,no,cellular,3,30,2,unknown,274.0,no
75,management,single,secondary,no,-74.0,yes,no,cellular,2,-1,0,unknown,111.0,no
54,retired,married,secondary,no,1391.0,no,no,cellular,5,180,0,unknown,189.0,no
77,blue-collar,single,tertiary,no,2184.0,no,no,cellular,5,90,1,unknown,268.0,no
72,technician,married,tertiary,no,1977.0,yes,no,cellular,4,180,1,unknown,153.0,no
53,technician,single,secondary,no,2370.0,no,no,cellular,4,30,0,unknown,136.0,no
41,technician,married,secondary,no,404.0,no,no,cellular,5,90,2,unknown,53.0,no
25,unemployed,divorced,primary,no,3444.0,yes,no,telephone,3,30,2,unknown,157.0,no
24,services,married,primary,no,-500.0,yes,no,cellular,3,-1,0,unknown,49.0,no
42,management,married,tertiary,no,-6.0,yes,no,cellular,3,-1,0,unknown,190.0,no
68,technician,divorced,secondary,no,1469.0,no,no,cellular,5,-1,0,unknown,251.0,no
49,admin.,single,secondary,no,145.0,no,no,cellular,4,30,3,unknown,153.0,no
47,technician,married,tertiary,no,843.0,no,no,cellular,3,-1,0,other,433.0,no
33,management,married,tertiary,no,-367.0,no,no,telephone,3,120,0,unknown,184.0,no
52,services,married,secondary,no,1025.0,no,no,cellular,3,180,0,failure,233.0,no
57,entrepreneur,single,tertiary,no,2234.0,yes,yes,cellular,2,-1,0,other,144.0,no
78,entrepreneur,married,secondary,no,436.0,no,yes,cellular,3,-1,0,failure,207.0,no
63,admin.,married,secondary,no,-182.0,yes,no,unknown,4,-1,0,success,434.0,yes
55,housemaid,married,tertiary,no,570.0,yes,yes,cellular,2,-1,0,unknown,325.0,yes
74,housemaid,divorced,primary,no,3387.0,no,no,unknown,3,-1,1,unknown,365.0,no
44,blue-collar,married,tertiary,no,3372.0,no,no,cellular,1,-1,1,unknown,199.0,no
75,blue-collar,married,secondary,no,539.0,yes,no,cellular,1,365,0,unknown,92.0,no
40,retired,divorced,tertiary,no,2315.0,no,no,cellular,3,-1,1,unknown,144.0,no
25,blue-collar,married,secondary,no,1367.0,yes,no,cellular,1,-1,1,unknown,55.0,no
43,technician,single,secondary,no,3711.0,yes,no,cellular,6,-1,0,unknown,142.0,no
25,admin.,single,tertiary,no,1745.0,no,no,cellular,3,-1,0,unknown,248.0,no
25,retired,married,tertiary,no,1037.0,no,no,unknown,3,60,0,unknown,147.0,yes
72,blue-collar,single,tertiary,no,4280.0,yes,yes,cellular,3,-1,1,unknown,188.0,no
67,retired,divorced,secondary,no,-263.0,no,no,telephone,1,-1,1,unknown,436.0,no
31,retired,married,secondary,no,1975.0,yes,no,cellular,3,-1,0,unknown,271.0,no
69,services,married,secondary,no,3859.0,no,no,cellular,2,30,0,other,420.0,yes
22,management,single,secondary,no,2599.0,yes,no,cellular,2,-1,0,failure,210.0,yes
35,management,married,secondary,no,27.0,yes,no,telephone,3,90,0,unknown,168.0,no
61,blue-collar,married,tertiary,no,-70.0,yes,no,unknown,6,120,0,unknown,486.0,no
36,management,married,secondary,no,-500.0,yes,no,telephone,2,-1,1,success,194.0,no
63,entrepreneur,single,secondary,no,4069.0,yes,no,telephone,3,-1,1,unknown,274.0,no
72,services,single,tertiary,no,-500.0,yes,no,cellular,1,-1,0,success,160.0,no
22,management,divorced,tertiary,no,2684.0,no,no,cellular,3,365,0,unknown,131.0,no
19,student,married,secondary,no,-500.0,no,no,telephone,3,-1,0,unknown,358.0,no
76,management,divorced,tertiary,no,6003.0,yes,no,cellular,3,365,0,unknown,115.0,no
50,blue-collar,married,tertiary,no,-500.0,yes,no,unknown,2,-1,0,other,143.0,no
49,blue-collar,single,secondary,no,1477.0,yes,no,unknown,3,-1,0,unknown,43.0,no
46,admin.,single,tertiary,no,3582.0,yes,no,cellular,2,365,1,unknown,49.0,no
44,retired,married,tertiary,no,134.0,no,no,cellular,3,-1,3,unknown,188.0,no
60,technician,married,tertiary,no,2415.0,no,no,cellular,7,30,0,success,164.0,no
53,student,married,primary,no,893.0,no,no,cellular,3,120,0,unknown,196.0,no
28,management,married,secondary,no,2099.0,yes,no,cellular,4,-1,0,unknown,319.0,no
56,blue-collar,single,tertiary,no,3345.0,no,no,cellular,5,-1,1,unknown,270.0,no
59,technician,married,secondary,no,629.0,yes,no,unknown,2,120,0,unknown,202.0,no
25,admin.,single,primary,no,4094.0,no,no,cellular,4,-1,1,other,122.0,no
41,entrepreneur,married,primary,no,2034.0,yes,yes,unknown,1,-1,1,unknown,105.0,no
67,technician,married,tertiary,no,4907.0,yes,no,cellular,6,-1,0,unknown,184.0,no
56,entrepreneur,single,secondary,no,-98.0,yes,no,unknown,5,-1,1,unknown,242.0,no
26,blue-collar,married,tertiary,no,244.0,yes,no,cellular,5,30,0,success,98.0,no
20,blue-collar,divorced,secondary,no,982.0,no,no,cellular,6,-1,0,unknown,185.0,no
54,self-employed,divorced,tertiary,no,-500.0,yes,yes,cellular,2,-1,0,unknown,57.0,no
46,blue-collar,married,primary,no,3067.0,no,no,unknown,3,-1,0,other,106.0,no
77,services,married,tertiary,no,1263.0,no,no,unknown,8,30,1,unknown,146.0,no
50,management,married,tertiary,no,-500.0,no,no,cellular,2,365,0,failure,87.0,no
75,blue-collar,single,secondary,no,-81.0,no,no,cellular,2,-1,0,unknown,342.0,no
31,blue-collar,married,secondary,no,-166.0,yes,no,cellular,1,-1,1,unknown,160.0,no
45,technician,divorced,tertiary,no,3063.0,yes,no,cellular,6,-1,0,success,82.0,no
26,entrepreneur,divorced,tertiary,no,2223.0,yes,no,unknown,7,120,0,unknown,31.0,no
53,services,married,secondary,yes,1161.0,yes,no,telephone,1,-1,0,unknown,76.0,no
29,management,single,secondary,no,742.0,yes,no,cellular,3,-1,1,other,438.0,yes
48,admin.,married,tertiary,no,970.0,yes,no,cellular,4,-1,1,unknown,112.0,no
39,management,married,tertiary,no,4606.0,no,no,cellular,1,-1,0,failure,181.0,no
29,management,married,secondary,no,979.0,no,no,cellular,4,180,1,unknown,241.0,no
24,management,single,secondary,no,2944.0,yes,yes,telephone,2,30,0,unknown,73.0,no
49,technician,married,primary,no,807.0,no,no,cellular,4,30,3,other,44.0,no
76,technician,divorced,tertiary,no,4428.0,no,yes,unknown,5,-1,0,unknown,71.0,no
30,technician,married,tertiary,no,-500.0,yes,no,unknown,1,365,2,other,163.0,no
43,retired,single,secondary,no,2853.0,no,no,unknown,2,-1,0,unknown,248.0,no
31,retired,divorced,secondary,yes,33.0,no,no,cellular,3,-1,0,unknown,69.0,no
68,services,single,secondary,no,5384.0,no,no,unknown,2,60,1,success,176.0,no
43,blue-collar,married,secondary,no,2655.0,no,no,cellular,5,30,1,unknown,59.0,no
78,technician,married,tertiary,no,-500.0,no,no,cellular,3,-1,1,unknown,147.0,no
33,technician,married,tertiary,no,-277.0,no,yes,unknown,3,-1,0,unknown,28.0,no
23,blue-collar,married,secondary,no,2633.0,yes,no,cellular,4,-1,0,unknown,193.0,no
54,technician,divorced,primary,no,2584.0,yes,no,cellular,7,30,1,unknown,260.0,no
58,technician,married,primary,no,2450.0,no,yes,cellular,4,-1,0,unknown,163.0,no
79,housemaid,married,tertiary,no,1682.0,no,no,cellular,2,-1,0,unknown,303.0,no
72,technician,single,secondary,no,826.0,yes,no,cellular,4,90,0,other,231.0,no
72,blue-collar,married,secondary,no,3356.0,yes,no,cellular,2,-1,0,unknown,220.0,no
57,admin.,divorced,tertiary,no,-155.0,yes,no,cellular,1,-1,1,success,326.0,no
40,blue-collar,married,secondary,no,1496.0,yes,no,cellular,2,-1,1,success,265.0,yes
44,retired,married,tertiary,no,284.0,no,no,unknown,3,-1,3,success,158.0,no
26,blue-collar,single,primary,no,140.0,no,no,cellular,2,-1,0,failure,235.0,no
44,technician,married,secondary,no,574.0,no,yes,cellular,2,120,1,unknown,100.0,no
40,blue-collar,divorced,tertiary,no,77.0,no,no,cellular,3,-1,0,failure,133.0,no
20,blue-collar,married,tertiary,no,2389.0,yes,no,unknown,1,-1,0,unknown,98.0,no
30,services,married,tertiary,no,-500.0,no,no,cellular,4,30,1,success,109.0,no
51,admin.,married,secondary,no,2176.0,no,no,cellular,5,-1,0,unknown,211.0,no
40,services,married,secondary,no,258.0,yes,no,cellular,2,-1,0,unknown,121.0,no
79,entrepreneur,married,secondary,no,1455.0,yes,no,cellular,5,-1,1,success,64.0,no
47,unemployed,married,primary,no,1100.0,no,no,cellular,3,60,0,unknown,233.0,no
77,services,married,secondary,no,501.0,no,no,cellular,4,60,0,failure,483.0,no
58,admin.,divorced,secondary,no,3584.0,yes,no,cellular,3,-1,1,unknown,173.0,no
20,admin.,married,primary,no,732.0,no,no,unknown,6,-1,1,failure,132.0,no
30,admin.,single,secondary,no,2666.0,yes,no,cellular,3,-1,0,success,298.0,yes
61,technician,married,primary,no,2689.0,no,no,unknown,2,-1,1,unknown,449.0,no
51,services,single,secondary,yes,909.0,no,no,unknown,2,-1,0,unknown,240.0,no
36,management,married,tertiary,no,-500.0,yes,no,unknown,4,-1,0,unknown,969.0,yes
50,blue-collar,married,tertiary,no,-188.0,yes,no,unknown,4,-1,0,unknown,156.0,no
73,technician,married,secondary,no,3702.0,yes,yes,unknown,4,-1,1,unknown,206.0,no
42,blue-collar,married,secondary,no,2287.0,yes,no,cellular,4,-1,0,unknown,227.0,no
20,services,married,tertiary,no,1650.0,no,no,cellular,2,90,0,unknown,66.0,no
37,student,married,secondary,no,379.0,yes,no,cellular,4,90,1,success,190.0,no
76,blue-collar,divorced,tertiary,no,4517.0,no,no,telephone,6,-1,0,unknown,174.0,no
65,management,married,primary,no,-163.0,no,no,cellular,2,-1,0,unknown,256.0,no
69,blue-collar,divorced,secondary,no,1651.0,no,no,cellular,1,-1,0,unknown,240.0,no
74,entrepreneur,married,secondary,no,2303.0,no,no,unknown,2,-1,0,failure,104.0,no
25,technician,married,tertiary,no,-500.0,no,yes,cellular,4,-1,1,unknown,191.0,no
35,services,married,secondary,no,35.0,yes,no,unknown,2,-1,0,success,206.0,no
21,technician,married,secondary,no,576.0,no,no,cellular,1,-1,0,unknown,65.0,no
18,retired,single,secondary,no,2951.0,yes,yes,cellular,4,-1,1,success,62.0,no
69,blue-collar,married,secondary,no,612.0,no,no,cellular,4,-1,0,success,310.0,no
76,services,single,tertiary,no,-500.0,yes,no,cellular,2,-1,0,unknown,262.0,no
27,management,married,secondary,no,-500.0,yes,no,cellular,2,365,1,unknown,99.0,no
62,blue-collar,married,primary,no,19.0,no,no,unknown,2,-1,0,unknown,147.0,no
51,housemaid,married,secondary,no,-500.0,yes,no,telephone,3,-1,0,unknown,191.0,no
22,services,single,secondary,no,2784.0,yes,no,unknown,2,120,0,unknown,550.0,yes
74,services,married,tertiary,no,2854.0,yes,no,cellular,2,-1,2,unknown,234.0,no
72,blue-collar,divorced,tertiary,no,1413.0,yes,no,cellular,1,-1,0,unknown,44.0,yes
53,technician,married,primary,no,926.0,no,no,cellular,3,60,2,unknown,152.0,no
61,entrepreneur,married,secondary,no,2735.0,yes,no,cellular,1,30,2,unknown,88.0,yes
42,blue-collar,single,tertiary,no,2660.0,yes,yes,cellular,2,-1,0,unknown,78.0,no
67,blue-collar,married,secondary,no,-376.0,no,yes,cellular,6,-1,0,unknown,218.0,yes
45,technician,single,secondary,no,-127.0,yes,yes,telephone,3,-1,1,other,128.0,no
79,blue-collar,married,secondary,no,2672.0,no,no,unknown,1,60,0,success,99.0,no
21,management,single,secondary,no,1887.0,yes,no,unknown,2,-1,0,other,238.0,no
28,blue-collar,married,secondary,no,2495.0,no,no,cellular,3,120,0,success,183.0,no
78,services,divorced,secondary,no,-209.0,yes,no,cellular,3,-1,1,failure,472.0,no
35,student,married,tertiary,no,47.0,yes,no,telephone,4,60,0,success,227.0,no
37,blue-collar,single,secondary,no,2235.0,no,no,telephone,3,-1,0,unknown,445.0,no
67,technician,married,tertiary,no,172.0,yes,no,cellular,2,-1,0,unknown,148.0,no
29,admin.,single,secondary,no,-500.0,no,no,cellular,6,90,1,unknown,162.0,no
49,blue-collar,single,secondary,no,200.0,yes,yes,cellular,2,-1,0,unknown,32.0,no
35,self-employed,single,secondary,no,1031.0,no,no,unknown,1,-1,1,unknown,116.0,no
30,services,married,secondary,no,4462.0,no,yes,unknown,6,180,0,success,469.0,yes
77,blue-collar,married,secondary,no,-109.0,yes,no,telephone,2,-1,0,other,141.0,no
30,retired,single,secondary,yes,1289.0,yes,no,cellular,2,-1,0,unknown,123.0,no
23,blue-collar,married,primary,no,5077.0,no,no,cellular,4,-1,0,unknown,87.0,no
59,retired,single,secondary,no,-500.0,yes,no,unknown,4,-1,1,failure,488.0,no
71,services,married,primary,no,2589.0,yes,no,cellular,1,-1,0,failure,266.0,no
25,technician,married,secondary,no,120.0,no,no,unknown,6,-1,1,success,299.0,no
61,management,married,secondary,no,2123.0,no,no,cellular,5,60,0,unknown,357.0,yes
51,services,single,secondary,no,5602.0,yes,no,unknown,2,-1,1,unknown,102.0,no
69,retired,married,tertiary,no,2825.0,yes,no,unknown,5,30,0,success,310.0,no
25,blue-collar,married,tertiary,no,1673.0,yes,no,unknown,7,-1,1,success,33.0,no
78,blue-collar,single,tertiary,no,-312.0,yes,no,cellular,4,-1,1,unknown,87.0,no
56,unemployed,married,tertiary,no,1084.0,yes,no,unknown,3,-1,0,unknown,32.0,no
70,blue-collar,divorced,primary,no,382.0,no,no,cellular,3,-1,0,other,42.0,no
40,technician,married,secondary,no,-500.0,no,no,cellular,3,-1,0,unknown,65.0,no
76,blue-collar,married,secondary,no,-500.0,yes,no,cellular,4,-1,0,unknown,108.0,no
56,technician,married,primary,no,-95.0,no,no,unknown,2,-1,0,unknown,184.0,no
25,blue-collar,married,tertiary,no,1343.0,yes,no,cellular,2,180,0,unknown,184.0,no
75,technician,single,tertiary,no,3415.0,yes,no,cellular,4,-1,1,unknown,363.0,no
67,services,married,secondary,no,71.0,no,no,cellular,3,-1,0,success,247.0,no
36,admin.,married,tertiary,no,1745.0,no,no,unknown,3,120,0,unknown,612.0,no
51,services,married,tertiary,no,-500.0,no,no,cellular,5,-1,1,unknown,71.0,no
42,self-employed,single,secondary,no,-41.0,no,yes,cellular,4,-1,1,unknown,142.0,no
51,blue-collar,single,primary,no,-500.0,yes,no,cellular,3,-1,1,success,170.0,no
77,blue-collar,married,tertiary,no,5421.0,no,no,cellular,5,-1,0,other,393.0,no
73,services,married,tertiary,no,1756.0,no,no,cellular,1,-1,0,unknown,172.0,no
31,services,married,secondary,no,1700.0,yes,no,cellular,3,-1,1,unknown,185.0,no
78,blue-collar,single,primary,no,2363.0,yes,no,cellular,4,60,1,unknown,306.0,no
45,technician,married,tertiary,no,5958.0,yes,yes,cellular,5,-1,1,success,94.0,no
61,blue-collar,married,tertiary,no,617.0,yes,no,cellular,4,-1,0,unknown,245.0,no
65,admin.,single,secondary,no,-365.0,yes,no,cellular,1,30,0,unknown,9.0,no
47,self-employed,married,tertiary,no,5000.0,yes,no,cellular,6,30,0,unknown,32.0,no
46,admin.,single,secondary,no,-500.0,no,no,unknown,3,-1,0,unknown,119.0,no
46,blue-collar,married,tertiary,no,3737.0,yes,no,cellular,4,120,0,unknown,190.0,no
71,management,divorced,secondary,no,1267.0,yes,no,cellular,4,365,1,unknown,110.0,no
41,blue-collar,married,tertiary,no,2180.0,no,yes,unknown,3,-1,1,unknown,191.0,no
35,blue-collar,married,tertiary,no,-500.0,yes,no,cellular,2,-1,0,other,152.0,no
40,services,married,tertiary,no,6068.0,yes,no,cellular,3,-1,0,unknown,353.0,yes
30,retired,married,secondary,no,712.0,no,no,cellular,5,365,0,failure,41.0,no
42,technician,single,tertiary,no,138.0,yes,no,cellular,4,-1,0,unknown,259.0,no
25,retired,married,secondary,no,2387.0,yes,yes,unknown,5,-1,1,unknown,187.0,no
23,management,married,primary,no,239.0,yes,no,unknown,2,-1,0,failure,149.0,no
62,blue-collar,single,secondary,no,2164.0,yes,yes,cellular,4,-1,1,unknown,302.0,no
22,technician,married,secondary,no,-500.0,yes,no,cellular,3,-1,0,success,265.0,no
53,blue-collar,single,secondary,no,1662.0,no,yes,cellular,2,30,2,success,67.0,no
66,blue-collar,single,secondary,no,314.0,no,no,cellular,6,120,0,unknown,120.0,no
62,technician,married,primary,no,-10.0,yes,yes,cellular,4,-1,1,unknown,348.0,no
45,services,single,secondary,no,-294.0,yes,no,cellular,6,-1,1,other,116.0,no
30,self-employed,single,tertiary,no,2995.0,yes,no,telephone,4,90,0,unknown,6.0,no
75,admin.,single,secondary,no,769.0,no,no,cellular,1,-1,0,unknown,82.0,yes
69,blue-collar,married,secondary,no,1069.0,yes,no,telephone,1,60,0,unknown,206.0,no
55,management,married,secondary,no,2169.0,no,no,unknown,2,-1,0,unknown,117.0,no
23,services,divorced,secondary,no,3452.0,yes,yes,unknown,3,-1,0,failure,268.0,no
20,management,married,secondary,no,-262.0,no,no,cellular,4,-1,0,unknown,206.0,no
37,admin.,married,secondary,no,1797.0,yes,no,cellular,2,-1,0,unknown,57.0,no
27,blue-collar,married,tertiary,no,-237.0,yes,yes,unknown,3,120,0,unknown,288.0,yes
71,self-employed,single,tertiary,no,1025.0,yes,yes,unknown,2,-1,1,unknown,133.0,no
30,services,single,secondary,no,3317.0,yes,yes,telephone,7,-1,0,unknown,106.0,no
35,admin.,divorced,primary,no,-500.0,no,yes,cellular,2,90,1,unknown,441.0,no
78,admin.,divorced,secondary,no,-261.0,yes,no,cellular,4,-1,0,unknown,212.0,no
68,blue-collar,married,secondary,no,984.0,yes,no,cellular,6,-1,2,other,85.0,no
31,admin.,single,secondary,no,2085.0,no,no,cellular,5,-1,0,unknown,223.0,no
41,retired,married,secondary,yes,3596.0,no,no,cellular,1,-1,1,unknown,232.0,no
49,blue-collar,married,secondary,no,-500.0,yes,no,telephone,2,-1,1,unknown,68.0,no
59,services,married,secondary,no,3948.0,no,no,telephone,2,60,2,success,159.0,no
76,student,divorced,tertiary,no,2337.0,no,no,cellular,3,120,1,unknown,140.0,no
72,technician,married,secondary,no,967.0,yes,yes,unknown,2,-1,0,failure,134.0,no
78,technician,married,secondary,no,-500.0,no,no,unknown,6,-1,0,failure,182.0,no
20,blue-collar,married,tertiary,no,370.0,yes,no,cellular,3,-1,1,unknown,67.0,no
32,admin.,married,secondary,no,3245.0,no,no,unknown,7,-1,2,unknown,333.0,no
52,blue-collar,married,primary,no,1448.0,no,no,cellular,3,-1,0,unknown,205.0,no
21,services,married,primary,no,1075.0,no,yes,cellular,2,30,1,unknown,433.0,no
40,admin.,married,tertiary,no,-349.0,yes,no,cellular,2,-1,0,unknown,328.0,yes
27,blue-collar,married,secondary,no,2722.0,no,no,unknown,1,-1,0,unknown,127.0,no
75,blue-collar,single,secondary,no,1131.0,no,no,cellular,2,-1,0,other,296.0,no
21,blue-collar,single,primary,no,974.0,yes,no,cellular,3,-1,1,other,167.0,no
27,services,single,secondary,yes,1229.0,yes,no,unknown,3,-1,0,unknown,242.0,no
30,services,married,secondary,no,239.0,no,no,unknown,2,-1,1,failure,135.0,no
27,retired,married,secondary,no,-68.0,yes,no,unknown,4,-1,1,unknown,136.0,no
53,technician,married,secondary,no,-500.0,no,no,cellular,5,120,0,success,181.0,no
40,admin.,divorced,secondary,no,285.0,no,no,unknown,3,-1,0,unknown,174.0,no
74,blue-collar,married,tertiary,no,-500.0,no,no,cellular,4,365,0,unknown,54.0,no
34,entrepreneur,married,secondary,no,2274.0,yes,no,cellular,3,-1,0,unknown,227.0,no
51,services,divorced,secondary,no,198.0,yes,no,cellular,3,-1,0,unknown,237.0,no
58,retired,divorced,secondary,no,694.0,no,no,cellular,2,-1,2,unknown,255.0,no
56,admin.,married,secondary,no,1333.0,no,no,cellular,2,-1,0,unknown,142.0,no
67,technician,single,secondary,no,-44.0,yes,no,telephone,1,-1,0,unknown,21.0,no
30,blue-collar,married,primary,no,-500.0,yes,no,cellular,3,60,0,unknown,133.0,no
49,blue-collar,married,tertiary,no,1799.0,yes,no,cellular,1,30,0,failure,163.0,no
67,self-employed,married,secondary,no,4800.0,yes,no,telephone,4,-1,1,unknown,549.0,yes
71,technician,divorced,secondary,no,3038.0,yes,no,unknown,6,-1,0,unknown,208.0,no
56,services,married,tertiary,no,3704.0,yes,yes,cellular,6,-1,0,unknown,105.0,no
58,technician,single,secondary,no,-500.0,no,no,cellular,2,-1,0,unknown,204.0,no
71,blue-collar,married,primary,no,1055.0,yes,no,unknown,6,-1,1,failure,62.0,no
56,self-employed,single,tertiary,no,1044.0,no,no,cellular,3,-1,0,unknown,191.0,no
76,technician,single,secondary,no,3971.0,yes,no,cellular,3,180,1,unknown,262.0,no
25,management,single,secondary,no,3050.0,no,no,cellular,2,90,0,unknown,121.0,no
39,blue-collar,divorced,secondary,no,1105.0,yes,yes,telephone,2,-1,0,unknown,127.0,no
24,unemployed,single,secondary,yes,-500.0,no,yes,cellular,7,-1,0,unknown,385.0,no
23,blue-collar,single,secondary,no,-500.0,no,no,cellular,2,-1,0,unknown,74.0,yes
47,housemaid,married,tertiary,no,2539.0,no,no,cellular,6,30,0,success,475.0,no
32,technician,divorced,tertiary,no,823.0,no,no,cellular,2,120,0,success,374.0,yes
43,technician,married,secondary,no,1202.0,no,no,unknown,5,-1,2,unknown,234.0,no
45,unemployed,married,tertiary,no,2505.0,no,no,cellular,3,120,0,unknown,368.0,no
56,technician,married,tertiary,no,3437.0,yes,no,unknown,3,-1,0,unknown,123.0,yes
76,admin.,married,primary,no,-2.0,yes,no,cellular,4,-1,0,other,142.0,no
70,technician,married,secondary,no,2465.0,yes,no,cellular,3,-1,0,unknown,44.0,no
41,management,married,primary,no,4301.0,yes,no,cellular,3,60,2,unknown,206.0,yes
38,services,married,secondary,no,3970.0,no,no,cellular,3,-1,0,unknown,204.0,no
65,entrepreneur,divorced,tertiary,no,445.0,yes,yes,cellular,4,-1,2,unknown,340.0,no
25,technician,divorced,tertiary,no,1931.0,yes,no,cellular,2,-1,2,success,116.0,yes
51,retired,married,tertiary,no,2751.0,no,yes,cellular,4,30,0,success,29.0,no
44,technician,divorced,secondary,no,1436.0,yes,no,telephone,2,365,0,unknown,138.0,no
29,blue-collar,married,primary,no,951.0,yes,no,unknown,3,-1,2,unknown,203.0,no
56,blue-collar,married,primary,no,-500.0,no,no,cellular,4,30,1,success,138.0,no
37,management,divorced,secondary,no,-157.0,no,no,cellular,3,-1,0,unknown,17.0,no
29,admin.,single,secondary,no,148.0,yes,no,cellular,7,30,0,unknown,113.0,no
58,services,single,secondary,yes,-500.0,no,no,cellular,4,180,0,unknown,257.0,no
28,blue-collar,married,secondary,no,1597.0,no,yes,cellular,6,-1,0,unknown,364.0,no
59,retired,married,secondary,yes,2960.0,no,yes,unknown,3,-1,0,unknown,86.0,no
28,admin.,married,secondary,no,645.0,no,no,unknown,4,-1,1,unknown,29.0,no
44,blue-collar,divorced,secondary,no,-500.0,yes,no,unknown,2,-1,0,unknown,209.0,yes
68,self-employed,married,tertiary,no,1187.0,yes,no,telephone,4,60,0,failure,141.0,no
32,blue-collar,married,secondary,no,1893.0,yes,no,unknown,4,120,1,other,211.0,no
65,blue-collar,married,secondary,no,1771.0,yes,no,unknown,5,60,0,success,219.0,yes
62,blue-collar,single,secondary,no,102.0,no,no,cellular,2,-1,1,unknown,20.0,no
73,blue-collar,married,secondary,no,-500.0,no,no,cellular,3,-1,1,unknown,120.0,no
28,self-employed,single,secondary,no,2996.0,no,yes,cellular,1,30,0,failure,133.0,no
62,blue-collar,married,tertiary,no,2033.0,no,no,cellular,5,-1,0,unknown,300.0,no
76,blue-collar,married,secondary,no,174.0,yes,yes,cellular,3,-1,0,failure,92.0,no
65,services,married,secondary,no,-500.0,yes,no,cellular,3,90,0,unknown,535.0,no
29,management,married,secondary,no,1801.0,no,no,unknown,6,-1,0,unknown,252.0,no
68,self-employed,single,primary,yes,-216.0,yes,no,cellular,5,-1,1,failure,153.0,no
24,blue-collar,single,tertiary,no,2089.0,yes,no,cellular,6,120,0,unknown,396.0,no
54,technician,married,tertiary,no,1684.0,no,no,unknown,2,-1,2,unknown,39.0,no
48,housemaid,married,secondary,no,5138.0,yes,no,unknown,3,-1,2,unknown,63.0,no
50,blue-collar,married,secondary,no,1260.0,yes,no,unknown,1,30,0,other,37.0,no
50,technician,divorced,secondary,no,5001.0,yes,no,unknown,6,-1,1,unknown,641.0,no
19,services,divorced,secondary,no,1547.0,yes,no,cellular,3,-1,0,unknown,80.0,no
49,self-employed,single,secondary,no,200.0,yes,no,cellular,2,365,0,unknown,80.0,no
76,technician,married,tertiary,no,-500.0,yes,no,cellular,4,180,1,failure,102.0,no
45,admin.,married,tertiary,no,-179.0,yes,no,cellular,2,-1,0,unknown,75.0,no
35,technician,divorced,secondary,no,2172.0,no,yes,telephone,8,-1,0,unknown,64.0,no
79,services,married,tertiary,no,1632.0,yes,no,unknown,3,-1,0,unknown,215.0,no
24,blue-collar,single,primary,no,-500.0,no,no,unknown,5,90,1,unknown,102.0,no
48,blue-collar,divorced,secondary,no,3236.0,yes,yes,cellular,3,-1,0,success,85.0,no
49,admin.,single,primary,no,4058.0,yes,no,cellular,4,-1,0,unknown,168.0,no
47,technician,single,secondary,no,-500.0,no,no,cellular,3,30,0,success,40.0,no
75,blue-collar,married,secondary,no,3222.0,yes,no,cellular,1,180,1,unknown,94.0,no
